Epoch	LR	Train Loss	
1.000000	0.010000	0.171574	
1.000000	0.010000	0.144880	
2.000000	0.009700	0.106320	
2.000000	0.009700	0.137960	
3.000000	0.009409	0.088591	
3.000000	0.009409	0.109011	
4.000000	0.009127	0.083159	
4.000000	0.009127	0.171928	
5.000000	0.008853	0.081879	
5.000000	0.008853	0.164786	
6.000000	0.008587	0.080593	
6.000000	0.008587	0.155928	
7.000000	0.008330	0.080103	
7.000000	0.008330	0.252981	
8.000000	0.008080	0.079778	
8.000000	0.008080	0.306485	
9.000000	0.007837	0.079593	
9.000000	0.007837	0.369533	
10.000000	0.007602	0.079512	
10.000000	0.007602	0.341801	
11.000000	0.007374	0.079476	
11.000000	0.007374	0.214056	
12.000000	0.007153	0.079462	
12.000000	0.007153	0.166429	
13.000000	0.006938	0.079457	
13.000000	0.006938	0.147241	
14.000000	0.006730	0.079456	
14.000000	0.006730	0.156790	
15.000000	0.006528	0.079456	
15.000000	0.006528	0.163040	
16.000000	0.006333	0.079456	
16.000000	0.006333	0.163788	
17.000000	0.006143	0.079456	
17.000000	0.006143	0.166329	
18.000000	0.005958	0.079456	
18.000000	0.005958	0.166889	
19.000000	0.005780	0.079456	
19.000000	0.005780	0.166855	
20.000000	0.005606	0.079456	
20.000000	0.005606	0.167197	
